2016-02-20 13:14:50 [27310] [INFO] Starting gunicorn 17.5
2016-02-20 13:14:50 [27310] [INFO] Listening at: http://127.0.0.1:8000 (27310)
2016-02-20 13:14:50 [27310] [INFO] Using worker: sync
2016-02-20 13:14:50 [27315] [INFO] Booting worker with pid: 27315
2016-02-20 13:17:50 [27315] [INFO] Worker exiting (pid: 27315)
2016-02-20 13:17:50 [27310] [INFO] Handling signal: term
2016-02-20 13:17:50 [27310] [INFO] Shutting down: Master
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 13:58:29] "GET / HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:58:32] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:58:36] "GET /config/customer1URL HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 13:59:00] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:00] "GET /config/customer1URL HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 13:59:07] "GET /job HTTP/1.1" 404 -
70.51.158.161 - - [20/Feb/2016 13:59:08] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:10] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:44] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:45] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:45] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:45] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:46] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:46] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:46] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:46] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:46] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 13:59:47] "GET /config HTTP/1.1" 200 -
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 14:00:15] "GET /config HTTP/1.1" 200 -
